title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
数据分析师,杭州,13-18K,样例企业7758,金融科技,500-999人,国企,J-DA-001-07758,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,北京,8-13K,样例企业7759,信息化服务,1000-9999人,民营,J-DE-001-07759,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业7760,金融科技,100-499人,国企,J-DPM-001-07760,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业7761,教育科技,1000-9999人,国企,J-AI-001-07761,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业7762,互联网,1000-9999人,上市公司,J-OPS-001-07762,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业7763,教育科技,100-499人,民营,J-UI-001-07763,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,北京,13-18K,样例企业7764,金融科技,1000-9999人,上市公司,J-PM-001-07764,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,西安,8-13K,样例企业7765,金融科技,100-499人,国企,J-FE-001-07765,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业7766,互联网,100-499人,国企,J-BE-001-07766,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,杭州,10-15K,样例企业7767,金融科技,100-499人,国企,J-FS-001-07767,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业7768,智能制造,500-999人,民营,J-QA-001-07768,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,成都,12-17K,样例企业7769,信息化服务,500-999人,民营,J-QD-001-07769,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业7770,信息化服务,1000-9999人,国企,J-DA-001-07770,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,西安,8-13K,样例企业7771,教育科技,1000-9999人,民营,J-DE-001-07771,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,西安,9-14K,样例企业7772,互联网,100-499人,国企,J-DPM-001-07772,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业7773,智能制造,100-499人,上市公司,J-AI-001-07773,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业7774,信息化服务,100-499人,国企,J-OPS-001-07774,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业7775,互联网,500-999人,国企,J-UI-001-07775,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业7776,金融科技,500-999人,国企,J-PM-001-07776,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业7777,金融科技,1000-9999人,国企,J-FE-001-07777,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业7778,金融科技,1000-9999人,上市公司,J-BE-001-07778,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业7779,金融科技,100-499人,国企,J-FS-001-07779,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,成都,11-16K,样例企业7780,教育科技,100-499人,上市公司,J-QA-001-07780,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业7781,互联网,500-999人,国企,J-QD-001-07781,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,上海,13-18K,样例企业7782,互联网,100-499人,上市公司,J-DA-001-07782,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,北京,8-13K,样例企业7783,金融科技,100-499人,上市公司,J-DE-001-07783,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,成都,9-14K,样例企业7784,信息化服务,1000-9999人,民营,J-DPM-001-07784,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,西安,10-15K,样例企业7785,互联网,100-499人,民营,J-AI-001-07785,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业7786,金融科技,1000-9999人,国企,J-OPS-001-07786,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业7787,金融科技,1000-9999人,国企,J-UI-001-07787,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,深圳,13-18K,样例企业7788,教育科技,1000-9999人,上市公司,J-PM-001-07788,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业7789,教育科技,1000-9999人,民营,J-FE-001-07789,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业7790,金融科技,1000-9999人,民营,J-BE-001-07790,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,杭州,10-15K,样例企业7791,教育科技,1000-9999人,上市公司,J-FS-001-07791,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,西安,11-16K,样例企业7792,智能制造,1000-9999人,民营,J-QA-001-07792,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,西安,12-17K,样例企业7793,互联网,1000-9999人,国企,J-QD-001-07793,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业7794,互联网,500-999人,民营,J-DA-001-07794,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,深圳,8-13K,样例企业7795,教育科技,1000-9999人,上市公司,J-DE-001-07795,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,成都,9-14K,样例企业7796,教育科技,100-499人,上市公司,J-DPM-001-07796,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业7797,智能制造,100-499人,民营,J-AI-001-07797,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,西安,11-16K,样例企业7798,教育科技,100-499人,民营,J-OPS-001-07798,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,北京,12-17K,样例企业7799,金融科技,1000-9999人,国企,J-UI-001-07799,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业7800,教育科技,1000-9999人,国企,J-PM-001-07800,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业7801,教育科技,500-999人,民营,J-FE-001-07801,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业7802,信息化服务,100-499人,上市公司,J-BE-001-07802,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,杭州,10-15K,样例企业7803,互联网,500-999人,上市公司,J-FS-001-07803,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,深圳,11-16K,样例企业7804,金融科技,100-499人,民营,J-QA-001-07804,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业7805,信息化服务,500-999人,上市公司,J-QD-001-07805,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,杭州,13-18K,样例企业7806,教育科技,100-499人,国企,J-DA-001-07806,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,深圳,8-13K,样例企业7807,金融科技,100-499人,上市公司,J-DE-001-07807,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,西安,9-14K,样例企业7808,信息化服务,100-499人,民营,J-DPM-001-07808,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,杭州,10-15K,样例企业7809,教育科技,100-499人,民营,J-AI-001-07809,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,西安,11-16K,样例企业7810,智能制造,500-999人,上市公司,J-OPS-001-07810,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业7811,信息化服务,500-999人,民营,J-UI-001-07811,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,杭州,13-18K,样例企业7812,金融科技,1000-9999人,民营,J-PM-001-07812,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,西安,8-13K,样例企业7813,智能制造,1000-9999人,民营,J-FE-001-07813,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,深圳,9-14K,样例企业7814,互联网,100-499人,民营,J-BE-001-07814,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,杭州,10-15K,样例企业7815,互联网,500-999人,国企,J-FS-001-07815,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,深圳,11-16K,样例企业7816,教育科技,500-999人,民营,J-QA-001-07816,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,深圳,12-17K,样例企业7817,互联网,1000-9999人,国企,J-QD-001-07817,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,杭州,13-18K,样例企业7818,金融科技,1000-9999人,上市公司,J-DA-001-07818,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业7819,信息化服务,100-499人,国企,J-DE-001-07819,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业7820,金融科技,100-499人,国企,J-DPM-001-07820,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,杭州,10-15K,样例企业7821,互联网,100-499人,上市公司,J-AI-001-07821,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,杭州,11-16K,样例企业7822,智能制造,100-499人,上市公司,J-OPS-001-07822,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,西安,12-17K,样例企业7823,智能制造,1000-9999人,上市公司,J-UI-001-07823,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,深圳,13-18K,样例企业7824,智能制造,100-499人,上市公司,J-PM-001-07824,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,北京,8-13K,样例企业7825,金融科技,500-999人,上市公司,J-FE-001-07825,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业7826,互联网,1000-9999人,国企,J-BE-001-07826,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,北京,10-15K,样例企业7827,金融科技,500-999人,民营,J-FS-001-07827,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,西安,11-16K,样例企业7828,互联网,1000-9999人,国企,J-QA-001-07828,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,上海,12-17K,样例企业7829,信息化服务,1000-9999人,上市公司,J-QD-001-07829,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业7830,互联网,1000-9999人,国企,J-DA-001-07830,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,上海,8-13K,样例企业7831,互联网,500-999人,民营,J-DE-001-07831,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业7832,金融科技,100-499人,上市公司,J-DPM-001-07832,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,北京,10-15K,样例企业7833,教育科技,100-499人,上市公司,J-AI-001-07833,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,西安,11-16K,样例企业7834,智能制造,100-499人,上市公司,J-OPS-001-07834,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业7835,信息化服务,1000-9999人,国企,J-UI-001-07835,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业7836,教育科技,500-999人,上市公司,J-PM-001-07836,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,西安,8-13K,样例企业7837,智能制造,1000-9999人,国企,J-FE-001-07837,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业7838,教育科技,100-499人,民营,J-BE-001-07838,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,西安,10-15K,样例企业7839,智能制造,100-499人,上市公司,J-FS-001-07839,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业7840,教育科技,500-999人,民营,J-QA-001-07840,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,成都,12-17K,样例企业7841,互联网,1000-9999人,国企,J-QD-001-07841,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,上海,13-18K,样例企业7842,信息化服务,100-499人,民营,J-DA-001-07842,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,杭州,8-13K,样例企业7843,教育科技,100-499人,国企,J-DE-001-07843,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业7844,信息化服务,1000-9999人,上市公司,J-DPM-001-07844,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,杭州,10-15K,样例企业7845,智能制造,100-499人,民营,J-AI-001-07845,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,北京,11-16K,样例企业7846,智能制造,1000-9999人,民营,J-OPS-001-07846,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业7847,互联网,1000-9999人,民营,J-UI-001-07847,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
